Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,Barcode,Category,Brand,Supplier,OrderCode,ArticleCode,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
SAURBHI TINDORA 312G,SAURBHI TINDORA 312G,1.45000,GST FREE,1.45000,2.50000,False,0.420000,False,0,8904188606950,FROZEN,SAURB,Shivom Enterprises,,,,,Standard,,1765942,
SHAHI LAMB SAMOSA,SHAHI LAMB SAMOSA,0.00000,GST,0.00000,10.99000,False,1.000000,False,0,5353535353567,FROZEN,SAURB,Mayura,,,,,Standard,,1765943,
SHARMAS KITCHEN PINNI,SHARMAS KITCHEN PINNI,0.00000,GST,0.00000,13.99000,False,1.000000,False,0,9325420000784,FROZEN,SHAHI,Indian Foods,,,,,Standard,,1765944,
SLICED TAPIOCA-KK,SLICED TAPIOCA-KK,0.00000,GST,0.00000,3.99000,False,1.000000,False,0,8906064702022,FROZEN,SHREE,Wales,,,,,Standard,,1765946,
SNACK PACK SABRINI 1.2KG,SNACK PACK SABRINI 1.2KG,0.00000,GST,0.00000,17.55000,False,1.000000,False,0,9325566029649,FROZEN,SLICE,Sabrini Foods,,,,,Standard,,1765947,
KATOOMBA SPRINGROLL COCKTAIL VEG 96pc,KATOOMBA SPRINGROLL COCKTAIL VEG 96pc,12.95000,GST FREE,12.95000,19.50000,False,0.335900,False,0,8888003000041,FROZEN,KATOOMBA,Katoomba,,,,,Standard,,1765948,
DD STEAMED BANANA 454GM,DD STEAMED BANANA 454GM,5.27000,GST FREE,5.27000,7.99000,False,0.340430,False,0,664648220277,FROZEN,DAILY,Wales,,,,,Standard,,1765949,
STREETS BUBBLE BILL,STREETS BUBBLE BILL,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,9310016411334,FROZEN,STEAM,Metro Icecream,,,,,Standard,,1765950,
STREETS GOLDEN GAYTIME,STREETS GOLDEN GAYTIME,2.14000,GST,2.35400,4.50000,False,0.476890,False,0,9310016403636,FROZEN,STREE,Metro Icecream,,,,,Standard,,1765951,
STREETS PADDLE POP BANANA,STREETS PADDLE POP BANANA,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9310016402462,FROZEN,STREE,Metro Icecream,,,,,Standard,,1765952,
STREETS PADDLE POP CYCLONE,STREETS PADDLE POP CYCLONE,1.22000,GST,1.34200,2.00000,False,0.329000,False,0,9310016801340,FROZEN,STREE,Metro Icecream,,,,,Standard,,1765953,
STREETS PADDLE POP RAINBOW,STREETS PADDLE POP RAINBOW,1.04000,GST,1.14400,1.99000,False,0.425130,False,0,9310016410764,FROZEN,STREE,Metro Icecream,,,,,Standard,,1765954,
STREETS PADDLE POP SHAKYZ SHAK,STREETS PADDLE POP SHAKYZ SHAKE,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,8999999034405,FROZEN,STREE,Metro Icecream,,,,,Standard,,1765955,
STREETS SPLICE PINE-LIME,STREETS SPLICE PINE-LIME,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,9310016402950,FROZEN,STREE,Metro Icecream,,,,,Standard,,1765956,
SUKHIYAN 454GM,SUKHIYAN 454GM,4.20000,GST FREE,4.20000,6.30000,False,0.333330,False,0,664648120140,FROZEN,STREE,Wales,,,,,Standard,,1765957,
SURTI PAPDI 312G VADILAL,SURTI PAPDI 312G VADILAL,2.50000,GST FREE,2.50000,3.75000,False,0.333330,False,0,8901777005668,FROZEN,SUKHI,South Pacific,,,,,Standard,,1765958,
TANDOORI GARLIC NAAN 16PCS HALDIRAMS,TANDOORI GARLIC NAAN 16PCS HALDIRAMS,9.50000,GST FREE,9.50000,14.25000,False,0.333330,False,0,8904063209931,FROZEN,SURTI,Indian Foods,,,,,Standard,,1765959,
TAPIOCA CUTS INSTANT DELIGHT 9,TAPIOCA CUTS INSTANT DELIGHT 908GM,0.00000,GST,0.00000,5.25000,False,1.000000,False,0,8904051302682,FROZEN,TANDO,Asiatic,,,,,Standard,,1765960,
TASTE N EAT BANANA FRY 454G,TASTE N EAT BANANA FRY 454G,3.70000,GST FREE,3.70000,5.49000,False,0.326050,False,0,8906029015013,FROZEN,TAPIO,Asiatic,,,,,Standard,,1765961,
TASTE N EAT BOILED BANANA454G,TASTE N EAT BOILED BANANA454G,0.00000,GST,0.00000,5.99000,False,1.000000,False,0,8906029015372,FROZEN,TASTE,Asiatic,,,,,Standard,,1765962,
TASTE N EAT SLICED TAPIOCA,TASTE N EAT SLICED TAPIOCA,2.50000,GST,2.75000,4.25000,False,0.352940,False,0,8906029015273,FROZEN,TASTE,Asiatic,,,,,Standard,,1765963,
TASTE N EAT WHITE HALWA,TASTE N EAT WHITE HALWA,0.00000,GST,0.00000,6.75000,False,1.000000,False,0,8906029015075,FROZEN,TASTE,Asiatic,,,,,Standard,,1765964,
TATKA 20 CHAPATTI ATTA ROTI,TATKA 20 CHAPATTI ATTA ROTI,0.00000,GST,0.00000,7.50000,False,1.000000,False,0,8860766031432,FROZEN,TASTE,bluecrest,,,,,Standard,,1765965,
TATKA 24 MINI ALOO PURI,TATKA 24 MINI ALOO PURI,0.00000,GST,0.00000,6.99000,False,1.000000,False,0,8860766011465,FROZEN,TATKA,bluecrest,,,,,Standard,,1765966,
TATKA GREEN CHILLI,TATKA GREEN CHILLI,0.00000,GST,0.00000,2.49000,False,1.000000,False,0,8860766129290,FROZEN,TATKA,bluecrest,,,,,Standard,,1765967,
TATKA LAL SHAK,TATKA LAL SHAK,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,8860766133334,FROZEN,TATKA,bluecrest,,,,,Standard,,1765968,
TATKA MIXED VEG SINGHARA 640GM,TATKA MIXED VEG SINGHARA 640GMS,0.00000,GST,0.00000,6.99000,False,1.000000,False,0,8838151338183,FROZEN,TATKA,bluecrest,,,,,Standard,,1765969,
TATKA SHREDDED COCONUT 100G,TATKA SHREDDED COCONUT 100G,0.00000,GST,0.00000,3.50000,False,1.000000,False,0,8860766151512,FROZEN,TATKA,bluecrest,,,,,Standard,,1765970,
TINDORA 312G VADILAL,TINDORA 312G VADILAL,1.66000,GST FREE,1.66000,2.99000,False,0.444820,False,0,8901777020661,FROZEN,TINDA,South Pacific,,,,,Standard,,1765972,
TUVER LILVA 312G VAD,TUVER LILVA 312G VAD,2.50000,GST FREE,2.50000,3.99000,False,0.373430,False,0,8901777002667,FROZEN,TINDO,South Pacific,,,,,Standard,,1765973,
DD UZHUNNUVADA 300GM,DD UZHUNNUVADA 300GM,5.49000,GST FREE,5.49000,8.49000,False,0.353360,False,0,664648120492,FROZEN,TUVER,Wales,,,,,Standard,,1765974,
UNICORNETTO,UNICORNETTO,2.12000,GST,2.33200,3.50000,False,0.333710,False,0,8999999548674,FROZEN,UNHUN,Metro Icecream,,,,,Standard,,1765975,
V BANANA FRY 350 GM,V BANANA FRY 350 GM,3.95000,GST,4.34500,5.99000,False,0.274620,False,0,8908000274716,FROZEN,UNICO,Wales,,,,,Standard,,1765976,
V BANANA ROAST 454 GM,V BANANA ROAST 454 GM,3.95000,GST,4.34500,5.99000,False,0.274620,False,0,8908000275492,FROZEN,V BAN,Wales,,,,,Standard,,1765977,
V LADDU 350 GM,V LADDU 350 GM,0.00000,GST,0.00000,6.25000,False,1.000000,False,0,8908000275591,FROZEN,V BAN,Wales,,,,,Standard,,1765978,
V PARIPPUVADA 350GM,V PARIPPUVADA 350GM,3.64000,GST,4.00400,5.99000,False,0.331550,False,0,8908000274860,FROZEN,V LAD,Wales,,,,,Standard,,1765979,
VAD BULK NAAN TANDOORI,VAD BULK NAAN TANDOORI,8.33000,GST FREE,8.33000,12.49000,False,0.333070,False,0,8901777411629,FROZEN,V PAR,South Pacific,,,,,Standard,,1765980,
VAD GREEN CHILLI 908G,VAD GREEN CHILLI 908G,0.00000,GST,0.00000,4.25000,False,1.000000,False,0,8901777033685,FROZEN,VAD B,South Pacific,,,,,Standard,,1765981,
VADILAL ALOO TIKKI,VADILAL ALOO TIKKI,3.30000,GST FREE,3.30000,6.99000,False,0.527900,False,0,8901777521120,FROZEN,VAD G,South Pacific,,,,,Standard,,1765982,
VADILAL ALPHONSO MANGO SLICES,VADILAL ALPHONSO MANGO SLICES 312G,3.58000,GST FREE,3.58000,5.99000,False,0.402340,False,0,8901777201664,FROZEN,VADIL,South Pacific,,,,,Standard,,1765983,
VADILAL AMLA,VADILAL AMLA,1.45000,GST FREE,1.45000,2.99000,False,0.515050,False,0,8901777049662,FROZEN,VADIL,South Pacific,,,,,Standard,,1765984,
VADILAL BABY OKRA,VADILAL BABY OKRA,3.00000,GST FREE,3.00000,6.25000,False,0.520000,False,0,8901777025680,FROZEN,VADIL,South Pacific,,,,,Standard,,1765985,
VADILAL CHILI GARLIC POTATO PO,VADILAL CHILI GARLIC POTATO POPS,3.19000,GST FREE,3.19000,4.99000,False,0.360720,False,0,8901777523780,FROZEN,VADIL,South Pacific,,,,,Standard,,1765986,
VADILAL CURRIED PATRA 315G,VADILAL CURRIED PATRA 315G,2.62000,GST,2.88200,4.40000,False,0.345000,False,0,8901777325711,FROZEN,VADIL,South Pacific,,,,,Standard,,1765987,
VADILAL GARLIC BUTTER NAAN,VADILAL GARLIC BUTTER NAAN,8.33000,GST FREE,8.33000,10.49000,False,0.205910,False,0,8901777412558,FROZEN,VADIL,South Pacific,,,,,Standard,,1765988,
VADILAL GREEN CHILLI 343G,VADILAL GREEN CHILLI 343G,1.60000,GST FREE,1.60000,2.49000,False,0.357430,False,0,8901777033104,FROZEN,VADIL,South Pacific,,,,,Standard,,1765989,
VADILAL KHAMAN,VADILAL KHAMAN,3.20000,GST FREE,3.20000,4.99000,False,0.358720,False,0,8901777468753,FROZEN,VADIL,South Pacific,,,,,Standard,,1765990,
VADILAL PINK GUAVA SLICES 312G,VADILAL PINK GUAVA SLICES 312G,3.25000,GST FREE,3.25000,4.75000,False,0.315790,False,0,8901777213667,FROZEN,VADIL,South Pacific,,,,,Standard,,1765991,
VADILAL PLAIN PURI,VADILAL PLAIN PURI,0.00000,GST,0.00000,2.75000,False,1.000000,False,0,8901777549643,FROZEN,VADIL,South Pacific,,,,,Standard,,1765992,
VADILAL RUMALI ROTI,VADILAL RUMALI ROTI,2.16000,GST FREE,2.16000,3.99000,False,0.458650,False,0,8901777441640,FROZEN,VADIL,South Pacific,,,,,Standard,,1765993,
VADILAL TANDOORI NAAN,VADILAL TANDOORI NAAN,8.33000,GST FREE,8.33000,12.50000,False,0.333600,False,0,8901777411551,FROZEN,VADIL,South Pacific,,,,,Standard,,1765994,
VADILAL KULCHA MIXED VEG 4 PIE,VADILAL KULCHA MIXED VEG 4 PIECES,3.33000,GST FREE,3.33000,4.99000,False,0.332670,False,0,8901777417126,FROZEN,VADIL,South Pacific,,,,,Standard,,1765995,
VALOR LIILVA 312G VAD,VALOR LIILVA 312G VAD,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,8901777006665,FROZEN,VADIL,South Pacific,,,,,Standard,,1765996,
VATTAYAPPAM 424 GRAMS DAILY DE,VATTAYAPPAM 424 GRAMS DAILY DELIGHT,3.35000,GST FREE,3.35000,5.20000,False,0.355770,False,0,664648120010,FROZEN,VALOR,Wales,,,,,Standard,,1765997,
VEGGIE FINGERS,VEGGIE FINGERS,3.60000,GST FREE,3.60000,6.99000,False,0.484980,False,0,9325566031314,FROZEN,VATTA,bluecrest,,,,,Standard,,1765998,
VISWAS AVIYAL MIX 400GM,VISWAS AVIYAL MIX 400GM,3.25000,GST FREE,3.25000,4.75000,False,0.315790,False,0,8908000275515,FROZEN,VISWA,Wales,,,,,Standard,,1765999,
VISWAS CHINESE POTATO 400GM,VISWAS CHINESE POTATO 400GM,3.99000,GST FREE,3.99000,4.49000,False,0.111360,False,0,8908000275454,FROZEN,VISWA,Wales,,,,,Standard,,1766000,
VISWAS GRATED COCONUT 400GM,VISWAS GRATED COCONUT 400GM,3.50000,GST FREE,3.50000,5.30000,False,0.339620,False,0,8908000275614,FROZEN,VISWA,Wales,,,,,Standard,,1766001,
VISWAS GREEN CHILLI LONG,VISWAS GREEN CHILLI LONG,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,8908000280687,FROZEN,VISWA,Wales,,,,,Standard,,1766002,
VISWAS KUMBILAPPAM,VISWAS KUMBILAPPAM,0.00000,GST,0.00000,5.75000,False,1.000000,False,0,8908000274518,FROZEN,VISWA,Wales,,,,,Standard,,1766003,
VISWAS SAMBAR MIX 400GM,VISWAS SAMBAR MIX 400GM,0.00000,GST,0.00000,4.25000,False,1.000000,False,0,8908000275522,FROZEN,VISWA,Wales,,,,,Standard,,1766004,
VISWAS SLICED COCONUT 400GM,VISWAS SLICED COCONUT 400GM,0.00000,GST,0.00000,4.99000,False,1.000000,False,0,8908000274044,FROZEN,VISWA,Wales,,,,,Standard,,1766005,
VISWAS STEAMED BANANA,VISWAS STEAMED BANANA,4.25000,GST FREE,4.25000,5.75000,False,0.260870,False,0,8908000277731,FROZEN,VISWA,Wales,,,,,Standard,,1766006,
WAI WAI 60GM,WAI WAI 60GM,0.00000,GST,0.00000,0.99000,False,1.000000,False,0,8850100101105,Grocery,VISWA,Wales,,,,,Standard,,1766007,
WEIS,WEIS,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,9310541003400,FROZEN,WAI W,Metro Icecream,,,,,Standard,,1766008,
WEIS MACADAMIA MANGO BAR,WEIS MACADAMIA MANGO BAR,2.11000,GST,2.32100,3.75000,False,0.381070,False,0,9310541000898,FROZEN,WEIS,Metro Icecream,,,,,Standard,,1766009,
WEIS PASSIONFRUTI & COCONUT,WEIS PASSIONFRUTI & COCONUT,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,9310541003424,FROZEN,WEIS,Metro Icecream,,,,,Standard,,1766010,
WHEAT PARATHA 32 PCS,WHEAT PARATHA 32 PCS,0.00000,GST,0.00000,13.50000,False,1.000000,False,0,8904051302019,FROZEN,WEIS,Sabrini Foods,,,,,Standard,,1766011,
HALDIRAMS RAVA IDLI MIX,HALDIRAMS RAVA IDLI MIX,2.50000,GST FREE,2.50000,3.99000,False,0.373430,False,0,8904063211552,Grocery,WHEAT,Sabrini Foods,,,,BROWN,Standard,,1766012,
921 CLASSIC RED LABEL BASMATI,921 CLASSIC RED LABEL BASMATI RICE 5KG,0.00000,GST,0.00000,14.00000,False,1.000000,False,0,8908001483865,Grocery,HALD,Sabrini Foods,,,,,Standard,,1766013,
AADIT MATRI 400GM,AADIT MATRI 400GM,5.00000,GST FREE,5.00000,9.49000,False,0.473130,False,0,746160017099,Grocery,921,Sabrini Foods,,,,,Standard,,1766014,
AADIT SWEETS GUR PARA,AADIT SWEETS GUR PARA,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,746160017150,CONFECTIONERY,AADIT,Sabrini Foods,,,,,Standard,,1766015,
AADIT SWEETS SHAKKAR PARA,AADIT SWEETS SHAKKAR PARA,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,746160017181,CONFECTIONERY,AADIT,Sabrini Foods,,,,,Standard,,1766016,
AASHIRVAAD IODISED SALT 1KG,AASHIRVAAD IODISED SALT 1KG,0.49000,GST,0.53900,1.49000,False,0.638260,False,0,8901725106386,Grocery,AADIT,Sabrini Foods,,,,,Standard,,1766017,
AASHIRVAAD MULTIGRAIN ATTA 10K,AASHIRVAAD MULTIGRAIN ATTA 10KG,19.95000,GST FREE,19.95000,28.99000,False,0.311830,False,0,8901725103231,Grocery,AASHI,Sabrini Foods,,,,,Standard,,1766018,
AASHIRVAAD WHOLE WHEAT 5KG,AASHIRVAD WHOLE WHEAT 5KG,8.00000,GST FREE,8.00000,11.99000,False,0.332780,False,0,8901725150105,Grocery,AASHI,Sabrini Foods,,,,,Standard,,1766019,
AASHIRVAAD ATTA 10KG,AASHIRVAAD ATTA 10KG,22.00000,GST FREE,22.00000,28.99000,False,0.241120,False,0,8901725121761,Grocery,AASHI,KATOOMBA,,,,,Standard,,1766020,
AASHIRWAD COW GHEE 500ML,AASHIRWAD COW GHEE 500ML,0.00000,GST,0.00000,12.99000,False,1.000000,False,0,8901725100346,Grocery,AASHI,Katoomba,,,,,Standard,,1766022,
AASHIRWAD MULTIGRAIN 5 KG,AASHIRWAD MULTIGRAIN 5 KG,10.50000,GST FREE,10.50000,16.99000,False,0.381990,False,0,8901725100568,Grocery,AASHI,Katoomba,,,,,Standard,,1766023,
AASHIRWAD SHARBATI ATTA 10KG,AASHIRWAD SHARBATI ATTA 10KG,16.49000,GST FREE,16.49000,22.50000,False,0.267110,False,0,8901725100544,Grocery,AASHI,Katoomba,,,,,Standard,,1766024,
AASHIRWAD SHARBATI ATTA 5KG,AASHIRWAD SHARBATI ATTA 5KG,12.00000,GST FREE,12.00000,16.99000,False,0.293700,False,0,8901725100582,Grocery,AASHI,Katoomba,,,,,Standard,,1766025,
ABHAYARISHTAM,ABHAYARISHTAM,0.00000,GST,0.00000,9.49000,False,1.000000,False,0,8904108010010,"Personal Care, Beauty & Pharmacy",KPN,Asiatic,,,,,Standard,,1766026,
AIK CHEONG MATCHA 300G,AIK CHEONG MATCHA 300G,0.00000,GST,0.00000,9.99000,False,1.000000,False,0,9556771004200,Grocery,ABHAY,MISC,,,,,Standard,,1766027,
AIK CHEONG TEHTARIK 600G,AIK CHEONG TEHTARIK 600G,0.00000,GST,0.00000,9.99000,False,1.000000,False,0,9556771000554,Grocery,AIK C,MISC,,,,,Standard,,1766028,
AITHRA IDLY RICE 5KG,AITHRA IDLY RICE 5KG,0.00000,GST,0.00000,12.99000,False,1.000000,False,0,9330900007818,Grocery,AIK C,MTS,,,,,Standard,,1766029,
AITHRA IMPEX PAPADS 200GMS,AITHRA IMPEX PAPADS 200GMS,0.00000,GST,0.00000,2.75000,False,1.000000,False,0,9330900003520,Grocery,AITHR,MTS,,,,,Standard,,1766030,
AJINOMOTO 100 GMS,AJINOMOTO 100 GMS,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,20200621,Grocery,AITHR,MTS,,,,,Standard,,1766031,
AJINOMOTO 50G,AJINOMOTO 50G,0.00000,GST,0.00000,1.75000,False,1.000000,False,0,8992770011060,Grocery,AJINO,MTS,,,,,Standard,,1766032,
AJWAIN SEEDS 100GMS LOTUS GLOB,AJWAIN SEEDS 100GMS LOTUS GLOBAL,0.00000,GST,0.00000,1.25000,False,1.000000,False,0,20200620,Grocery,AJINO,MTS,,,,,Standard,,1766033,
AL AJWAH DATES,AL AJWAH DATES,0.00000,GST,0.00000,5.99000,False,1.000000,False,0,6287004381029,Grocery,AJWAI,MTS,,,,,Standard,,1766034,
ALMOND RAW PATTU 250G,ALMOND RAW PATTU 250G,0.00000,GST,0.00000,5.99000,False,1.000000,False,0,9325566002857,Grocery,AL AJ,Sabrini Foods,,,,,Standard,,1766035,
AMBIKA APPALAM,AMBIKA APPALAM,0.00000,GST,0.00000,3.99000,False,1.000000,False,0,8904085900113,Grocery,ALMON,MTS,,,,,Standard,,1766036,
AMCHUR POWDER MDH,AMCHUR POWDER MDH,1.99000,GST FREE,1.99000,2.99000,False,0.334450,False,0,8902167000300,Grocery,MDH C,Katoomba,,,,,Standard,,1766037,
AMMA FOODS IDLY/DOSA BATTER 1L,AMMA FOODS IDLY/DOSA BATTER 1L,4.55000,GST,5.00500,6.99000,False,0.283980,False,0,2502030705088,Dairy,AMCHU,Katoomba,,,,,Standard,,1766038,
AMMA FOODS IDLY/DOSA BATTER 2L,AMMA FOODS IDLY/DOSA BATTER 2L,9.09000,GST,9.99900,13.99000,False,0.285280,False,0,2502030705080,Dairy,AMMA,Katoomba,,,,,Standard,,1766039,
AMUL GHEE 1KG,AMUL GHEE 1KG,13.50000,GST FREE,13.50000,16.49000,False,0.181320,False,0,8901262030151,Grocery,AMMA,Indya,,,,,Standard,,1766040,
ANARDANA POWDER 100G MDH,ANARDANA POWDER 100G MDH,3.17000,GST FREE,3.17000,4.49000,False,0.293990,False,0,8902167000393,Grocery,AMUL,Katoomba,,,,,Standard,,1766041,
ANGEL GOLD MACKEREL,ANGEL GOLD MACKEREL,0.00000,GST,0.00000,4.99000,False,1.000000,False,0,9338815002324,Grocery,ANARD,MTS,,,,,Standard,,1766042,
ANIL FINGER MILLET FLOUR 1KG,ANIL FINGER MILLET FLOUR 1KG,0.00000,GST,0.00000,4.49000,False,1.000000,False,0,8906042150272,Grocery,ANGEL,MTS,,,,,Standard,,1766043,
ANNA DARK ROASTED CURRY POWDER,ANNA DARK ROASTED CURRY POWDER,0.00000,GST,0.00000,7.25000,False,1.000000,False,0,4796003301317,Grocery,ANIL,MTS,,,,,Standard,,1766044,
ANNA RICE FLAKES 1KG,ANNA RICE FLAKES 1KG,0.00000,GST,0.00000,5.25000,False,1.000000,False,0,4796003301744,Grocery,ANNA,MTS,,,,,Standard,,1766045,
ANNA ROASTED CURRY POWDER 1KG,ANNA ROASTED CURRY POWDER 1KG,0.00000,GST,0.00000,15.00000,False,1.000000,False,0,4796003300181,Grocery,ANNA,MTS,,,,,Standard,,1766046,
ANNA ROASTED CURRY POWDER 500G,ANNA ROASTED CURRY POWDER 500GMS,0.00000,GST,0.00000,7.99000,False,1.000000,False,0,479600330019,Grocery,ANNA,MTS,,,,,Standard,,1766047,
ANNALISA CHICK PEAS 400G,ANNALISA CHICK PEAS 400G,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,9317282700025,Grocery,ANNA,MTS,,,,,Standard,,1766048,
ANNAPURNA CHAKKI ATTA 5KG,ANNAPURNA CHAKKI ATTA 5KG,0.00000,GST,0.00000,14.99000,False,1.000000,False,0,8886467059148,Grocery,ANNAL,Indya,,,,,Standard,,1766049,
ARKA FOODS ANNAMAYYA LADOO,ARKA FOODS ANNAMAYYA LADOO,0.00000,GST,0.00000,7.50000,False,1.000000,False,0,1555778,CONFECTIONERY,ANNAP,Indya,,,,,Standard,,1766050,
ARKA FOODS BOONDI LADOO,ARKA FOODS BOONDI LADOO,0.00000,GST,0.00000,7.49000,False,1.000000,False,0,1555774,CONFECTIONERY,ARKA,Indya,,,,,Standard,,1766051,
ASHOKA CARROT PICKLE IN OLIVE,ASHOKA CARROT PICKLE IN OLIVE OIL,0.00000,GST,0.00000,2.99000,False,1.000000,False,0,8901552014441,Grocery,ARKA,Indya,,,,,Standard,,1766052,
ASHOKA GARLIC CHUTNEY 190 GMS,ASHOKA GARLIC CHUTNEY 190 GMS,0.00000,GST,0.00000,2.25000,False,1.000000,False,0,8901552023375,Grocery,ASHOK,Indya,,,,,Standard,,1766053,
ASHOKA O-SCHEZWAN DIPPING SAUC,ASHOKA O-SCHEZWAN DIPPING SAUCE,0.00000,GST,0.00000,2.49000,False,1.000000,False,0,8901552023306,Grocery,ASHOK,Indya,,,,,Standard,,1766054,
ASHOKA SANDWICH CHUTNEY 190 GM,ASHOKA SANDWICH CHUTNEY 190 GMS,0.00000,GST,0.00000,2.25000,False,1.000000,False,0,8901552023351,Grocery,ASHOK,Indya,,,,,Standard,,1766055,
ASHOKA SCHEZWAN CHUTNEY 190 GM,ASHOKA SCHEZWAN CHUTNEY 190 GMS,0.00000,GST,0.00000,2.25000,False,1.000000,False,0,8901552023412,Grocery,ASHOK,Indya,,,,,Standard,,1766056,
ASHOKA TANDOORI PASTE,ASHOKA TANDOORI PASTE,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,8901552001106,Grocery,ASHOK,Indya,,,,,Standard,,1766057,
AUSPICE GARLIC 375G,AUSPICE GARLIC 375G,2.50000,GST FREE,2.50000,3.99000,False,0.373430,False,0,9317471005054,Grocery,ASHOK,Katoomba,,,,,Standard,,1766058,
AUS GINGER + GARLIC 1 KG,AUS GINGER + GARLIC 1 KG,4.09000,GST,4.49900,6.75000,False,0.333480,False,0,9317471006020,Grocery,AUS G,Katoomba,,,,,Standard,,1766059,
AUSPICE GINGER + GARLIC 375G,AUSPICE GINGER + GARLIC 375G,2.50000,GST FREE,2.50000,3.99000,False,0.373430,False,0,9317471006013,Grocery,AUS G,Katoomba,,,,,Standard,,1766060,
AUSPICE GINGER 1 KG,AUSPICE GINGER 1 KG,4.50000,GST FREE,4.50000,6.99000,False,0.356220,False,0,9317471005092,Grocery,AUS G,Katoomba,,,,,Standard,,1766061,
AUSPICE GINGER 375G,AUSPICE GINGER 375G,2.50000,GST FREE,2.50000,3.99000,False,0.373430,False,0,9317471005085,Grocery,AUS G,Katoomba,,,,,Standard,,1766062,
AUSPICE GARLIC&GINGER 2 KG,AUSPICE GARLIC&GINGER 2 KG,8.50000,GST FREE,8.50000,12.75000,False,0.333330,False,0,9317471006037,Grocery,AUS G,Katoomba,,,,,Standard,,1766063,
AUSTRALIAN ROLLED ROLLS,AUSTRALIAN ROLLED ROLLS,0.00000,GST,0.00000,5.50000,False,1.000000,False,0,9324306010091,Grocery,AUSPI,TSDA,,,,,Standard,,1766064,
AYERS POPPY SEED,AYERS POPPY SEED,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,8900820080102,Grocery,AUSTR,MTS,,,,,Standard,,1766065,
AYERS TAMARIND PASTE,AYERS TAMARIND PASTE,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,9557108025967,Grocery,AYERS,MTS,,,,,Standard,,1766066,
BABA CHILLI POWDER 250GMS,BABA CHILLI POWDER 250GMS,0.00000,GST,0.00000,4.99000,False,1.000000,False,0,9556065231190,Grocery,AYERS,MTS,,,,,Standard,,1766067,
BABA FISH CURRY POWDER 250GMS,BABA FISH CURRY POWDER 250GMS,2.80000,GST FREE,2.80000,4.25000,False,0.341180,False,0,9556065001014,Grocery,BABA,MTS,,,,,Standard,,1766068,
BABA MEAT CURRY POWDER 250GMS,BABA MEAT CURRY POWDER 250GMS,2.80000,GST FREE,2.80000,4.25000,False,0.341180,False,0,9556065022774,Grocery,BABA,MTS,,,,,Standard,,1766069,
BAKAR KHANI PUFF PASTRY,BAKAR KHANI PUFF PASTRY,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,8964000884249,Grocery,BABA,Mega Foods,,,,,Standard,,1766070,
BAKEMILL JACKFRUIT CHIPS,BAKEMILL JACKFRUIT CHIPS,0.00000,GST,0.00000,3.25000,False,1.000000,False,0,086114801634,Grocery,BAKAR,Asiatic,,,,,Standard,,1766071,
BALANCHED PEANUTS 1KG,BALANCHED PEANUTS 1KG,0.00000,GST,0.00000,5.99000,False,1.000000,False,0,6957847500030,Grocery,BAKEM,MTS,,,,,Standard,,1766072,
BAMBINO ROASTED VERMICELLI 800G,BAMBINO ROASTED VERMICELLI 800G,2.40000,GST FREE,2.40000,6.99000,False,0.656650,False,0,8901242107514,Grocery,BALAN,Indya,,,,,Standard,,1766073,
BAMBINO ROASTED VERMICELLI 500,BAMBINO ROASTED VERMICELLI 500G,2.10000,GST FREE,2.10000,5.99000,False,0.649420,False,0,8904287000345,Grocery,BAMBI,Shivom Enterprises,,,,,Standard,,1766074,
BAMBINO VERMICELLI 1KG,BAMBINO VERMICELLI 1KG,0.00000,GST,0.00000,6.99000,False,1.000000,False,0,8901242101512,Grocery,BAMBI,Indya,,,,,Standard,,1766075,
BANNO 5KG TRADITIONAL BASMATI,BANNO 5KG TRADITIONAL BASMATI RICE,0.00000,GST,0.00000,18.75000,False,1.000000,False,0,8908000668287,Grocery,BAMBI,Veer,,,,,Standard,,1766076,
BANNO BROWN BASMATI RICE 1KG,BANNO BROWN BASMATI RICE 1KG,0.00000,GST,0.00000,4.99000,False,1.000000,False,0,8908011807064,Grocery,BANNO,Veer,,,,,Standard,,1766077,
BANOFUL FLATTENED RICE 500 GMS,BANOFUL FLATTENED RICE 500 GMS,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,8941114000406,Grocery,BANOF,bluecrest,,,,,Standard,,1766079,
