Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,Barcode,Category,Brand,Supplier,OrderCode,ArticleCode,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
AYUR HENNA 200GMS,AYUR HENNA 200GMS,2.20000,GST FREE,2.20000,4.75000,False,0.536840,False,0,808042005027,"Personal Care, Beauty & Pharmacy",AYUR,Indya,,,,,Standard,,1765184,
AYUR ORANGE FACE PACK,AYUR ORANGE FACE PACK,0.00000,GST,0.00000,2.99000,False,1.000000,False,0,808042000947,"Personal Care, Beauty & Pharmacy",AYUR,Indya,,,,,Standard,,1765185,
AYUR SHAHI UBTAN FACE PACK,AYUR SHAHI UBTAN FACE PACK,0.00000,GST,0.00000,2.75000,False,1.000000,False,0,808042000985,"Personal Care, Beauty & Pharmacy",AYUR,Indya,,,,,Standard,,1765186,
BEAUTY LINE MOIST TISSUES,BEAUTY LINE MOIST TISSUES,0.00000,GST,0.00000,5.49000,False,1.000000,False,0,8888047734445,"Personal Care, Beauty & Pharmacy",BEAUT,Indya,,,,,Standard,,1765187,
BIC STAR WARS,BIC STAR WARS,0.00000,GST,0.00000,2.49000,False,1.000000,False,0,3086123474888,SUPPLIES,BIC S,MISC,,,,,Standard,,1765188,
CUTICLE SCISSORS,CUTICLE SCISSORS,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,8809327180554,"Personal Care, Beauty & Pharmacy",CUTIC,Indya,,,,,Standard,,1765189,
DAILY TELEGRAPH NEWSPAPER,DAILY TELEGRAPH NEWSPAPER,0.00000,GST,0.00000,3.00000,False,1.000000,False,0,90000000000,SUPPLIES,DAILY,Indya,,,,,Standard,,1765190,
DHATRI TUMERIC FACE PACK,DHATRI TUMERIC FACE PACK,0.00000,GST,0.00000,3.50000,False,1.000000,False,0,8904070906625,"Personal Care, Beauty & Pharmacy",DHATR,Indya,,,,,Standard,,1765191,
DOVE GENTLE EXFOLIATING 4X100,DOVE GENTLE EXFOLIATING 4X100,0.00000,GST,0.00000,7.99000,False,1.000000,False,0,8717163607305,"Personal Care, Beauty & Pharmacy",DOVE,Indya,,,,,Standard,,1765192,
DOVE GO FRESH BEAUTY CREAM BAR,DOVE GO FRESH BEAUTY CREAM BAR 100GM,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,8717163410134,"Personal Care, Beauty & Pharmacy",DOVE,Indya,,,,,Standard,,1765193,
FAIR & LOVELY,FAIR & LOVELY,2.04000,GST,2.24400,3.99000,False,0.437590,False,0,"8901030732430,8901030821523","Personal Care, Beauty & Pharmacy",FAIR,Shivom Enterprises,,,,,Standard,,1765194,
FEM FAIRNESS BLEACH,FEM FAIRNESS BLEACH,0.00000,GST,0.00000,5.99000,False,1.000000,False,0,8901103001036,"Personal Care, Beauty & Pharmacy",FEM F,Indya,,,,,Standard,,1765195,
GIFT WRAP PAPER 500X900MM CODE,GIFT WRAP PAPER 500X900MM CODE2,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,9321823200028,SUPPLIES,GIFT,Indya,,,,,Standard,,1765196,
GILLETTE FUSION SHAVE FOAM,GILLETTE FUSION SHAVE FOAM,0.00000,GST,0.00000,6.49000,False,1.000000,False,0,4902430590006,"Personal Care, Beauty & Pharmacy",GILLE,Indya,,,,,Standard,,1765197,
GODREJ,GODREJ,0.00000,GST,0.00000,2.75000,False,1.000000,False,0,8901023001208,"Personal Care, Beauty & Pharmacy",GODRE,Indya,,,,,Standard,,1765198,
HAYA MULTANI,HAYA MULTANI,0.00000,GST,0.00000,2.25000,False,1.000000,False,0,8905594005016,"Personal Care, Beauty & Pharmacy",HAYA,Indya,,,,,Standard,,1765199,
HIMALAYA ALOE VERA FACE WASH,HIMALAYA ALOE VERA FACE WASH,3.80000,GST,4.18000,5.70000,False,0.266670,False,0,8901138505530,"Personal Care, Beauty & Pharmacy",HIMAL,Indya,,,,,Standard,,1765200,
INDYA WAX STRIP,INDYA WAX STRIP,0.00000,GST,0.00000,5.49000,False,1.000000,False,0,8908004076361,"Personal Care, Beauty & Pharmacy",INDYA,Indya,,,,,Standard,,1765201,
KRACK HEEL REPAIR,KRACK HEEL REPAIR,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,8901177200250,"Personal Care, Beauty & Pharmacy",KRACK,Indya,,,,,Standard,,1765202,
LIVON SERUM,LIVON SERUM,0.00000,GST,0.00000,8.75000,False,1.000000,False,0,8901088062398,"Personal Care, Beauty & Pharmacy",LIVON,Indya,,,,,Standard,,1765203,
LYNX ANTIPERSPIRANT YOU 96G,LYNX ANTIPERSPIRANT YOU 96G,0.00000,GST,0.00000,7.00000,False,1.000000,False,0,9300830041220,"Personal Care, Beauty & Pharmacy",LYNX,Indya,,,,,Standard,,1765204,
LYNX BLACK,LYNX BLACK,0.00000,GST,0.00000,7.00000,False,1.000000,False,0,9300830022601,"Personal Care, Beauty & Pharmacy",LYNX,Indya,,,,,Standard,,1765205,
PALMOLIVE GOLD 4 PACK,PALMOLIVE GOLD 4 PACK,0.00000,GST,0.00000,6.00000,False,1.000000,False,0,8850006491614,"Personal Care, Beauty & Pharmacy",PALMO,Indya,,,,,Standard,,1765207,
PARACHUTE COCONUT OIL 500ML,PARACHUTE COCONUT OIL 500ML,6.75000,GST FREE,6.75000,9.99000,False,0.324320,False,0,8901088000451,"Personal Care, Beauty & Pharmacy",PARAC,Indya,,,,,Standard,,1765208,
PARACHUTE GOLD COCONUT HAIR OI,PARACHUTE GOLD COCONUT HAIR OIL 170ML,0.00000,GST,0.00000,3.99000,False,1.000000,False,0,8901088150187,"Personal Care, Beauty & Pharmacy",PARAC,Indya,,,,,Standard,,1765209,
PARACHUTE GOLD DEEP ROOT NOURI,PARACHUTE GOLD DEEP ROOT NOURISH,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,8901200200110,"Personal Care, Beauty & Pharmacy",PARAC,Indya,,,,,Standard,,1765210,
PATANJALI SAUNDARYA ALOE VERA 150ML,PATANJALI SAUNDARYA ALOE VERA 150ML,2.87800,GST,3.16580,4.49000,False,0.294920,False,0,8904109400629,"Personal Care, Beauty & Pharmacy",PATAN,Indya,,,,,Standard,,1765211,
PLAYING CARDS 1 PK FOURNIER 7,PLAYING CARDS 1 PK FOURNIER 777,0.00000,GST,0.00000,4.80000,False,1.000000,False,0,8420707401689,SUPPLIES,PLAYI,Indya,,,,,Standard,,1765212,
SAFI,SAFI,0.00000,GST,0.00000,5.50000,False,1.000000,False,0,8901453040822,"Personal Care, Beauty & Pharmacy",SAFI,Indya,,,,,Standard,,1765213,
SLEEK COLD WAX 600 GMS,SLEEK COLD WAX 600 GMS,0.00000,GST,0.00000,5.50000,False,1.000000,False,0,090010010001,"Personal Care, Beauty & Pharmacy",SLEEK,Indya,,,,,Standard,,1765214,
SLEEK HOT WAX 600 GMS,SLEEK HOT WAX 600 GMS,0.00000,GST,0.00000,5.50000,False,1.000000,False,0,090010010002,"Personal Care, Beauty & Pharmacy",SLEEK,Indya,,,,,Standard,,1765215,
SUPREME HERBAL HEENA 150GM,SUPREME HERBAL HEENA 150GM,1.00000,GST,1.10000,3.99000,False,0.724310,False,0,8906001180814,"Personal Care, Beauty & Pharmacy",SUPRE,Indya,,,,,Standard,,1765216,
TOOTHPICKS BAMBOO IN BOTTLE,TOOTHPICKS BAMBOO IN BOTTLE,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,6945778400017,"Personal Care, Beauty & Pharmacy",TOOTH,Indya,,,,,Standard,,1765217,
AAM PAK,AAM PAK,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,8906026813865,CONFECTIONERY,AAM P,Indya,,,,,Standard,,1765219,
ALLEN JELLY BABIES,ALLEN JELLY BABIES,0.00000,GST,0.00000,3.50000,False,1.000000,False,0,9300605119819,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765220,
ALLEN JELLY BEANS,ALLEN JELLY BEANS,0.00000,GST,0.00000,3.50000,False,1.000000,False,0,9300605043022,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765221,
ALLENS C/P FROGS ALIVE,ALLENS C/P FROGS ALIVE,0.00000,GST,0.00000,3.50000,False,1.000000,False,0,9300605042421,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765222,
ALLENS C/P PARTY MIX 190 CODE,ALLENS C/P PARTY MIX 190 CODE 2,1.98000,GST,2.17800,3.50000,False,0.377710,False,0,9300605042360,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765223,
ALLENS C/P SNAKE ALIVE 200G,ALLENS C/P SNAKE ALIVE 200G,1.98000,GST,2.17800,3.50000,False,0.377710,False,0,9300605042391,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765224,
ALLENS C/P STRAW CREAM 200G,ALLENS C/P STRAW CREAM 200G,0.00000,GST,0.00000,3.50000,False,1.000000,False,0,9300605042810,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765225,
ALLENS COOL MINTS,ALLENS COOL MINTS,0.00000,GST,0.00000,3.25000,False,1.000000,False,0,9300605012578,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765226,
ALLENS FROG FAMILY,ALLENS FROG FAMILY,1.98000,GST,2.17800,3.50000,False,0.377710,False,0,9300605117532,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765227,
ALLENS FROGS ALIVE 64G,ALLENS FROGS ALIVE 64G,0.99000,GST,1.08900,2.75000,False,0.604000,False,0,9300605124028,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765228,
ALLENS SOOTHERS MEN/EUC,ALLENS SOOTHERS MEN/EUC,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,93625821,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765229,
ALLENS XXX MINTS 45 GMS,ALLENS XXX MINTS 45 GMS,0.00000,GST,0.00000,1.00000,False,1.000000,False,0,93625111,CONFECTIONERY,ALLEN,JB Metro,,,,,Standard,,1765230,
ANNALISA,ANNALISA,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9317282700155,CONFECTIONERY,ANNAL,JB Metro,,,,,Standard,,1765231,
ARNOTTS JATZ,ARNOTTS JATZ,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9310072031255,CONFECTIONERY,ARNOT,JB Metro,,,,,Standard,,1765232,
AUSSIE EUC TABS 70G,AUSSIE EUC TABS 70G,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9310974000793,CONFECTIONERY,AUSSI,JB Metro,,,,,Standard,,1765233,
BEER NUTS,BEER NUTS,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,9310015310218,CONFECTIONERY,BEER,JB Metro,,,,,Standard,,1765234,
BEN JERRY PINT SLICE,BEN JERRY PINT SLICE,0.00000,GST,0.00000,4.49000,False,1.000000,False,0,76840001590,Dairy,BEN J,JB Metro,,,,,Standard,,1765235,
BLUE RIBBON,BLUE RIBBON,0.00000,GST,0.00000,5.50000,False,1.000000,False,0,9300830047758,Dairy,BLUE,JB Metro,,,,,Standard,,1765236,
BLUEBERRY RUSH 32G,BLUEBERRY RUSH 32G,0.00000,GST,0.00000,2.49000,False,1.000000,False,0,93557870,CONFECTIONERY,BLUEB,JB Metro,,,,,Standard,,1765237,
BOOST 500gms,BOOST 500 gms,8.32000,GST,9.15200,12.99000,False,0.295460,False,0,8901030818660,CONFECTIONERY,BOOST,JB Metro,,,,,Standard,,1765238,
BOUNTY,BOUNTY,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,9300682052283,CONFECTIONERY,BOUNT,JB Metro,,,,,Standard,,1765239,
CADBURY BOOST 60G,CADBURY BOOST 60G,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617302834,CONFECTIONERY,CADBU,JB Metro,,,,,Standard,,1765240,
CADBURY CRUNCHIE 50G,CADBURY CRUNCHIE 50G,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,9300617322863,CONFECTIONERY,CADBU,JB Metro,,,,,Standard,,1765241,
CADBURY MILK CARAMELLO,CADBURY MILK CARAMELLO,1.00000,GST FREE,1.00000,2.00000,False,0.500000,False,0,9300617041962,CONFECTIONERY,CADBU,JB Metro,,,,,Standard,,1765242,
CADBURY OLD GOLD DARK CHOCOLAT,CADBURY OLD GOLD DARK CHOCOLATE,0.00000,GST,0.00000,4.99000,False,1.000000,False,0,9300617065876,CONFECTIONERY,CADBU,JB Metro,,,,,Standard,,1765243,
CADBURY SNACK,CADBURY SNACK,0.00000,GST,0.00000,5.00000,False,1.000000,False,0,9300617065128,CONFECTIONERY,CADBU,JB Metro,,,,,Standard,,1765244,
CADBURY TWIRL 2FINGER 39G,CADBURY TWIRL 2FINGER 39G,1.00000,GST,1.10000,1.99000,False,0.447240,False,0,9300617408710,CONFECTIONERY,CADBU,JB Metro,,,,,Standard,,1765245,
CARMANS PROTEIN BAR BOX OF 5,CARMANS PROTEIN BAR BOX OF 5,0.00000,GST,0.00000,6.75000,False,1.000000,False,0,9319133332737,CONFECTIONERY,CARMA,JB Metro,,,,,Standard,,1765246,
CARMANS PROTEIN SALTED DARK 5,CARMANS PROTEIN SALTED DARK 5 PACK,0.00000,GST,0.00000,6.75000,False,1.000000,False,0,9319133334472,CONFECTIONERY,CARMA,JB Metro,,,,,Standard,,1765247,
CHERRY RIPE 52 G,CHERRY RIPE 52 G,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617408741,CONFECTIONERY,CHERR,JB Metro,,,,,Standard,,1765248,
CHOKITO,CHOKITO,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300605054486,CONFECTIONERY,CHOKI,JB Metro,,,,,Standard,,1765249,
CHUPA CHUPS,CHUPA CHUPS,0.23450,GST,0.25795,0.60000,False,0.570080,False,0,8410031922875,CONFECTIONERY,CHUPA,JB Metro,,,,,Standard,,1765250,
COCONUT ROUGH,COCONUT ROUGH,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617074823,CONFECTIONERY,COCON,JB Metro,,,,,Standard,,1765251,
COCONUT WATER,COCONUT WATER,1.73000,GST,1.90300,2.99000,False,0.363550,False,0,9369999040673,Drinks,COCON,JB Metro,,,,,Standard,,1765252,
COOL MINT 32G,COOL MINT 32G,1.36000,GST,1.49600,2.50000,False,0.401600,False,0,93557863,CONFECTIONERY,COOL,JB Metro,,,,,Standard,,1765253,
CUPS,CUPS,0.00000,GST,0.00000,3.00000,False,1.000000,False,0,41594206201,CONFECTIONERY,CUPS,JB Metro,,,,,Standard,,1765254,
DAIRY MILK,DAIRY MILK,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617058861,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765255,
DAIRY MILK CHOCOLATE 180G,DAIRY MILK CHOCOLATE 180G,3.84000,GST,4.22400,5.00000,False,0.155200,False,0,9300617064879,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765256,
DAIRY MILK FRUIT & NUT 180G,DAIRY MILK FRUIT & NUT 180G,0.00000,GST,0.00000,5.00000,False,1.000000,False,0,9300617065029,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765257,
DAIRY MILK FRUITNUT,DAIRY MILK FRUITNUT,1.00000,GST FREE,1.00000,2.00000,False,0.500000,False,0,9300617043089,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765258,
DAIRY MILK HAZELNUT,DAIRY MILK HAZELNUT,3.18000,GST,3.49800,5.00000,False,0.300400,False,0,9300617064923,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765259,
DAIRY MILK MARVELLOUS CREATION,DAIRY MILK MARVELLOUS CREATION,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617042013,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765260,
DAIRY MILK OREO 162G,DAIRY MILK OREO 162G,3.84000,GST,4.22400,4.99000,False,0.153510,False,0,9300617064527,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765261,
DAIRY MILK PEANUT BRITTLE,DAIRY MILK PEANUT BRITTLE,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617075271,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765262,
DAIRY MILK TOP DECK 180G,DAIRY MILK TOP DECK 180G,0.00000,GST,0.00000,5.00000,False,1.000000,False,0,9300617065074,CONFECTIONERY,DAIRY,JB Metro,,,,,Standard,,1765263,
EASTTEA 225G,EASTTEA 225G,0.00000,GST,0.00000,3.99000,False,1.000000,False,0,8901440100942,CONFECTIONERY,EASTT,JB Metro,,,,,Standard,,1765264,
ECLIPSE CHEWY MINTS 27GMS,ECLIPSE CHEWY MINTS 27GMS,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,93540896,CONFECTIONERY,ECLIP,JB Metro,,,,,Standard,,1765265,
ECLIPSE CHEWY PEPMT MINTS,ECLIPSE CHEWY PEPMT MINTS,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,93540575,CONFECTIONERY,ECLIP,JB Metro,,,,,Standard,,1765266,
ECLIPSE CHEWY SPEARMINTS,ECLIPSE CHEWY SPEARMINTS,0.87000,GST,0.95700,1.99000,False,0.519100,False,0,93540582,CONFECTIONERY,ECLIP,JB Metro,,,,,Standard,,1765267,
ECLIPSE PEPPERMINT,ECLIPSE PEPPERMINT,2.35000,GST,2.58500,3.99000,False,0.352130,False,0,93553452,CONFECTIONERY,ECLIP,JB Metro,,,,,Standard,,1765268,
ECLPISE SPEARMINT 40G,ECLPISE SPEARMINT 40G,2.35000,GST,2.58500,3.90000,False,0.337180,False,0,93553438,CONFECTIONERY,ECLPI,JB Metro,,,,,Standard,,1765269,
EUROPE SUMMER ROLL 40G,EUROPE SUMMER ROLL 40G,0.00000,GST,0.00000,2.00000,False,1.000000,False,0,9300617408802,CONFECTIONERY,EUROP,JB Metro,,,,,Standard,,1765270,
EXTRA,EXTRA,0.00000,GST,0.00000,4.75000,False,1.000000,False,0,9300613110563,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765271,
EXTRA ACTIVE BERRY,EXTRA ACTIVE BERRY,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,93540070,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765272,
EXTRA ACTIVE PEPPERMINT,EXTRA ACTIVE PEPPERMINT,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,93613378,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765273,
EXTRA LEMON LIME,EXTRA LEMON LIME,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,93552615,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765274,
EXTRA MINTS BUBBLEMINT,EXTRA MINTS BUBBLEMINT,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,93548625,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765275,
EXTRA PELLET WHITE,EXTRA PELLET WHITE,0.00000,GST,0.00000,1.25000,False,1.000000,False,0,93613385,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765276,
EXTRA PEPPERMINT,EXTRA PEPPERMINT,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,93545044,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765277,
EXTRA PEPPERMINT BOTTLE,EXTRA PEPPERMINT BOTTLE,2.95000,GST,3.24500,4.90000,False,0.337760,False,0,9300613108638,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765278,
EXTRA PEPPERMINT TWINT PAK,EXTRA PEPPERMINT TWINT PAK,1.08000,GST,1.18800,2.50000,False,0.524800,False,0,93613910,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765279,
EXTRA SPEARMINT,EXTRA SPEARMINT,0.00000,GST,0.00000,1.49000,False,1.000000,False,0,93545037,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765281,
EXTRA SPEARMINT BOTTLE,EXTRA SPEARMINT BOTTLE,3.31000,GST,3.64100,4.99000,False,0.270340,False,0,9300613108614,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765282,
EXTRA STRAWBERRY,EXTRA STRAWBERRY,0.00000,GST,0.00000,4.50000,False,1.000000,False,0,93519441,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765284,
EXTRA WHITE BOTTLE,EXTRA WHITE BOTTLE,2.95000,GST,3.24500,4.90000,False,0.337760,False,0,9300613103541,CONFECTIONERY,EXTRA,JB Metro,,,,,Standard,,1765286,
FISHERMAN FRIEND 25G,FISHERMAN FRIEND 25G,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,50357161,CONFECTIONERY,FISHE,JB Metro,,,,,Standard,,1765287,
FISHERMANS FRIEND,FISHERMANS FRIEND,1.51000,GST,1.66100,2.50000,False,0.335600,False,0,96068793,CONFECTIONERY,FISHE,JB Metro,,,,,Standard,,1765288,
FISHERMANS FRINED,FISHERMANS FRINED,1.51000,GST,1.66100,2.50000,False,0.335600,False,0,50819461,CONFECTIONERY,FISHE,JB Metro,,,,,Standard,,1765289,
GOLDENH DAYTIME BIRTHDAY CAKKE,GOLDENH DAYTIME BIRTHDAY CAKKE,2.00000,GST,2.20000,3.70000,False,0.405410,False,0,9300830061105,CONFECTIONERY,GOLDE,JB Metro,,,,,Standard,,1765290,
GOOD DAY WONDERFULLS,GOOD DAY WONDERFULLS,0.00000,GST,0.00000,1.49000,False,1.000000,False,0,8901063165304,CONFECTIONERY,GOOD,Aftab Impex,,,,,Standard,,1765291,
GOOD DAY WONDERFULLS,GOOD DAY WONDERFULLS,0.00000,GST,0.00000,1.50000,False,1.000000,False,0,8901063165298,CONFECTIONERY,GOOD,Aftab Impex,,,,,Standard,,1765292,
HALDIRAMS ALOO BHUJIA 1KG,HALDIRAMS ALOO BHUJIA 1KG,9.25000,GST,10.17500,15.20000,False,0.330590,False,0,8904063240279,CONFECTIONERY,HALDI,Indian Foods,,,,,Standard,,1765293,
HALDIRAMS ALOO GOBI PARATHA,HALDIRAMS ALOO GOBI PARATHA,4.50000,GST FREE,4.50000,6.80000,False,0.338240,False,0,8904063205070,FROZEN,HALDIRAMS,Indian Foods,,,,,Standard,,1765294,
HALDIRAMS COCKTAIL,HALDIRAMS COCKTAIL,1.20000,GST,1.32000,2.49000,False,0.469880,False,0,8904063200648,CONFECTIONERY,HALDI,Indian Foods,,,,,Standard,,1765295,
HALDIRAMS MALAI SEV 340G,HALDIRAMS MALAI SEV 340G,0.00000,GST,0.00000,3.99000,False,1.000000,False,0,8904063209665,CONFECTIONERY,HALDI,Indian Foods,,,,,Standard,,1765296,
HALDIRAMS MASALA MOONG DAL 200,HALDIRAMS MASALA MOONG DAL 200G,1.85000,GST,2.03500,3.10000,False,0.343550,False,0,8904063200143,CONFECTIONERY,HALDIRAMS,Indian Foods,,,,,Standard,,1765297,
HARIBO SWEET & SOUR BEARS 140G,HARIBO SWEET & SOUR BEARS 140G,1.85000,GST,2.03500,3.00000,False,0.321670,False,0,4001686340639,CONFECTIONERY,HARIB,JB Metro,,,,,Standard,,1765298,
HUBBA BUBBA B/TAPE GRAPE,HUBBA BUBBA B/TAPE GRAPE,1.38000,GST,1.51800,2.50000,False,0.392800,False,0,93613590,CONFECTIONERY,HUBBA,JB Metro,,,,,Standard,,1765299,
HUBBA BUBBA B/TAPE STRAWBERRY,HUBBA BUBBA B/TAPE STRAWBERRY,1.38000,GST,1.51800,2.50000,False,0.392800,False,0,93613156,CONFECTIONERY,HUBBA,JB Metro,,,,,Standard,,1765300,
INDYA PEANUT LADOO,INDYA PEANUT LADOO,4.00000,GST,4.40000,6.60000,False,0.333330,False,0,9339209000810,CONFECTIONERY,INDYA,Indya,,,,,Standard,,1765301,
JPS ENDLESS BLUE,JPS ENDLESS BLUE,43.94000,GST,48.33400,53.99000,False,0.104760,False,0,9327329010215,Tobacco,JPS E,JB Metro,,,,,Standard,,1765302,
JPS GOLD 20GM,JPS GOLD 20GM,0.00000,GST,0.00000,35.95000,False,1.000000,False,0,932732901023,Tobacco,JPS G,JB Metro,,,,,Standard,,1765303,
KINDER BUENO 43G,KINDER BUENO 43G,0.90000,GST,0.99000,2.49000,False,0.602410,False,0,80052760,CONFECTIONERY,KINDE,JB Metro,,,,,Standard,,1765304,
KINDER CHOCOLATE 21G,KINDER CHOCOLATE 21G,0.65000,GST,0.71500,2.49000,False,0.712850,False,0,80050094,CONFECTIONERY,KINDE,JB Metro,,,,,Standard,,1765305,
KINDER JOY 20G,KINDER JOY 20G,0.00000,GST,0.00000,3.25000,False,1.000000,False,0,93513227,CONFECTIONERY,KINDE,JB Metro,,,,,Standard,,1765306,
KINDER MINI,KINDER MINI,0.00000,GST,0.00000,4.99000,False,1.000000,False,0,9300698502437,CONFECTIONERY,KINDE,JB Metro,,,,,Standard,,1765307,
KISHWAN SPECIAL DRY CAKE,KISHWAN SPECIAL DRY CAKE,0.75000,GST,0.82500,1.99000,False,0.585430,False,0,8941114005760,Grocery,KISHW,bluecrest,,,,,Standard,,1765308,
KIT KAT DARK 45G,KIT KAT DARK 45G,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,9300605117518,CONFECTIONERY,KIT K,JB Metro,,,,,Standard,,1765309,
KITKAT CHUNKY,KITKAT CHUNKY,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,9300605094697,CONFECTIONERY,KITKA,JB Metro,,,,,Standard,,1765310,
KITKAT GOOEY CARAMEL,KITKAT GOOEY CARAMEL,0.00000,GST,0.00000,1.99000,False,1.000000,False,0,9300605129702,CONFECTIONERY,KITKA,JB Metro,,,,,Standard,,1765311,
KITKAT MILK 170G,KITKAT MILK 170G,0.00000,GST,0.00000,5.00000,False,1.000000,False,0,9300605030527,CONFECTIONERY,KITKA,JB Metro,,,,,Standard,,1765312,
LAYS TOMATO TANGO 55G,LAYS TOMATO TANGO 55G,1.29000,GST,1.41900,2.30000,False,0.383040,False,0,8901491101820,CONFECTIONERY,LAYS,Ayers,,,,,Standard,,1765313,
LIFESAVER FRUIT TINGLES 34G,LIFESAVER FRUIT TINGLES 34G,0.59000,GST,0.64900,1.49000,False,0.564430,False,0,9400556011504,CONFECTIONERY,LIFES,JB Metro,,,,,Standard,,1765314,
LIFESAVERS BLACKCURRANT,LIFESAVERS BLACKCURRANT,0.59000,GST,0.64900,1.49000,False,0.564430,False,0,9300605060944,CONFECTIONERY,LIFES,JB Metro,,,,,Standard,,1765315,
LIFESAVERS FRUIT PASTILLES,LIFESAVERS FRUIT PASTILLES,0.59000,GST,0.64900,1.49000,False,0.564430,False,0,9300605060951,CONFECTIONERY,LIFES,JB Metro,,,,,Standard,,1765316,
LIFESAVERS MUSK,LIFESAVERS MUSK,0.59000,GST,0.64900,1.49000,False,0.564430,False,0,93605236,CONFECTIONERY,LIFES,JB Metro,,,,,Standard,,1765317,
LIGHTER,LIGHTER,0.00000,GST,0.00000,2.50000,False,1.000000,False,0,6927800003953,Grocery,LIGHT,JB Metro,,,,,Standard,,1765318,
LINDT COCOA DARK 70% 100GMS,LINDT COCOA DARK 70% 100GMS,0.00000,GST,0.00000,4.49000,False,1.000000,False,0,3046920028004,CONFECTIONERY,LINDT,JB Metro,,,,,Standard,,1765319,
LINDT ROASTED HAZELNUT DARK 10,LINDT ROASTED HAZELNUT DARK 100G,0.00000,GST,0.00000,4.49000,False,1.000000,False,0,3046920010801,CONFECTIONERY,LINDT,JB Metro,,,,,Standard,,1765320,
M&MS FUN SIZE,M&MS FUN SIZE,0.00000,GST,0.00000,4.80000,False,1.000000,False,0,9300682042260,CONFECTIONERY,M&MS,JB Metro,,,,,Standard,,1765321,
